d0,t0,r0,s0,c0,x0,x1,x2,x3,x4,x5,x6,x7
2006-01-02,2006-01-02T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.07,4.29,-0.020000000000000462
2006-01-03,2006-01-03T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.14,4.29,0.03000000000000025
2006-01-04,2006-01-04T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.37,4.29,0.05000000000000071
2006-01-05,2006-01-05T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.31,4.29,0.040000000000000036
2006-01-06,2006-01-06T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.0,4.29,0.019999999999999574
2006-01-09,2006-01-09T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.13,4.29,0.019999999999999574
2006-01-10,2006-01-10T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,10.86,4.29,0.019999999999999574
2006-01-11,2006-01-11T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,10.94,4.29,0.019999999999999574
2006-01-12,2006-01-12T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.2,4.29,0.03000000000000025
2006-01-13,2006-01-13T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.23,4.29,0.020000000000000462
2006-01-16,2006-01-16T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.23,4.29,0.020000000000000462
2006-01-17,2006-01-17T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.91,4.29,0.009999999999999787
2006-01-18,2006-01-18T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.25,4.29,0.009999999999999787
2006-01-19,2006-01-19T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.98,4.29,0.009999999999999787
2006-01-20,2006-01-20T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.56,4.29,0.0
2006-01-23,2006-01-23T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,13.93,4.29,0.010000000000000675
2006-01-24,2006-01-24T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,13.31,4.29,0.03000000000000025
2006-01-25,2006-01-25T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.87,4.29,0.03000000000000025
2006-01-26,2006-01-26T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.42,4.29,0.040000000000000036
2006-01-27,2006-01-27T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.97,4.29,0.009999999999999787
2006-01-30,2006-01-30T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.39,4.29,0.020000000000000462
2006-01-31,2006-01-31T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.95,4.29,-0.009999999999999787
2006-02-01,2006-02-01T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.36,4.49,-0.019999999999999574
2006-02-02,2006-02-02T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.23,4.49,-0.019999999999999574
2006-02-03,2006-02-03T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.96,4.49,-0.04999999999999982
2006-02-06,2006-02-06T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.04,4.49,-0.07000000000000028
2006-02-07,2006-02-07T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.59,4.49,-0.040000000000000036
2006-02-08,2006-02-08T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.83,4.49,-0.08000000000000007
2006-02-09,2006-02-09T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.12,4.49,-0.1200000000000001
2006-02-10,2006-02-10T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.87,4.49,-0.10000000000000053
2006-02-13,2006-02-13T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.35,4.49,-0.09999999999999964
2006-02-14,2006-02-14T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.25,4.49,-0.07000000000000028
2006-02-15,2006-02-15T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.31,4.49,-0.09999999999999964
2006-02-16,2006-02-16T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.48,4.49,-0.10000000000000053
2006-02-17,2006-02-17T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.01,4.49,-0.1200000000000001
2006-02-20,2006-02-20T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.01,4.49,-0.1200000000000001
2006-02-21,2006-02-21T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.41,4.49,-0.13999999999999968
2006-02-22,2006-02-22T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.88,4.49,-0.14999999999999947
2006-02-23,2006-02-23T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.87,4.49,-0.16000000000000014
2006-02-24,2006-02-24T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.46,4.49,-0.16000000000000014
2006-02-27,2006-02-27T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.59,4.49,-0.15000000000000036
2006-02-28,2006-02-28T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.34,4.49,-0.14000000000000057
2006-03-01,2006-03-01T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.54,4.59,-0.1200000000000001
2006-03-02,2006-03-02T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.72,4.59,-0.08000000000000007
2006-03-03,2006-03-03T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.96,4.59,-0.08000000000000007
2006-03-06,2006-03-06T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.74,4.59,-0.02999999999999936
2006-03-07,2006-03-07T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.66,4.59,-0.02999999999999936
2006-03-08,2006-03-08T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.32,4.59,0.010000000000000675
2006-03-09,2006-03-09T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.68,4.59,0.020000000000000462
2006-03-10,2006-03-10T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.85,4.59,0.019999999999999574
2006-03-13,2006-03-13T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.37,4.59,0.02999999999999936
2006-03-14,2006-03-14T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,10.74,4.59,0.04999999999999982
2006-03-15,2006-03-15T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.35,4.59,0.040000000000000036
2006-03-16,2006-03-16T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.98,4.59,0.03000000000000025
2006-03-17,2006-03-17T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.12,4.59,0.02999999999999936
2006-03-20,2006-03-20T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.79,4.59,0.009999999999999787
2006-03-21,2006-03-21T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.62,4.59,-0.009999999999999787
2006-03-22,2006-03-22T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.21,4.59,-0.040000000000000036
2006-03-23,2006-03-23T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.17,4.59,-0.03999999999999915
2006-03-24,2006-03-24T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.19,4.59,-0.04999999999999982
2006-03-27,2006-03-27T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.46,4.59,-0.019999999999999574
2006-03-28,2006-03-28T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.58,4.59,-0.019999999999999574
2006-03-29,2006-03-29T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,10.95,4.59,-0.010000000000000675
2006-03-30,2006-03-30T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.57,4.59,0.020000000000000462
2006-03-31,2006-03-31T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.39,4.59,0.040000000000000036
2006-04-03,2006-04-03T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.57,4.79,0.019999999999999574
2006-04-04,2006-04-04T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.14,4.79,0.03000000000000025
2006-04-05,2006-04-05T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.13,4.79,0.03000000000000025
2006-04-06,2006-04-06T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.45,4.79,0.0600000000000005
2006-04-07,2006-04-07T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.26,4.79,0.08000000000000007
2006-04-10,2006-04-10T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.19,4.79,0.08000000000000007
2006-04-11,2006-04-11T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,13.0,4.79,0.04999999999999982
2006-04-12,2006-04-12T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.76,4.79,0.07000000000000028
2006-04-13,2006-04-13T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.38,4.79,0.08999999999999986
2006-04-14,2006-04-14T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.38,4.79,0.08999999999999986
2006-04-17,2006-04-17T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.58,4.79,0.09999999999999964
2006-04-18,2006-04-18T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.4,4.79,0.15000000000000036
2006-04-19,2006-04-19T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.32,4.79,0.17999999999999972
2006-04-20,2006-04-20T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.64,4.79,0.15000000000000036
2006-04-21,2006-04-21T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.59,4.79,0.10999999999999943
2006-04-24,2006-04-24T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.75,4.79,0.10000000000000053
2006-04-25,2006-04-25T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.75,4.79,0.1200000000000001
2006-04-26,2006-04-26T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.76,4.79,0.1299999999999999
2006-04-27,2006-04-27T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.84,4.79,0.17999999999999972
2006-04-28,2006-04-28T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.59,4.79,0.20000000000000018
2006-05-01,2006-05-01T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.54,4.94,0.1999999999999993
2006-05-02,2006-05-02T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.99,4.94,0.20000000000000018
2006-05-03,2006-05-03T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.99,4.94,0.20999999999999996
2006-05-04,2006-05-04T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.86,4.94,0.1900000000000004
2006-05-05,2006-05-05T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.62,4.94,0.17999999999999972
2006-05-08,2006-05-08T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.0,4.94,0.15000000000000036
2006-05-09,2006-05-09T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.99,4.94,0.16000000000000014
2006-05-10,2006-05-10T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,11.78,4.94,0.1200000000000001
2006-05-11,2006-05-11T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,12.49,4.94,0.14999999999999947
2006-05-12,2006-05-12T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,14.19,4.94,0.1800000000000006
2006-05-15,2006-05-15T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,13.57,4.94,0.16000000000000014
2006-05-16,2006-05-16T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,13.35,4.94,0.13999999999999968
2006-05-17,2006-05-17T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,16.26,4.94,0.1900000000000004
2006-05-18,2006-05-18T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,16.99,4.94,0.13999999999999968
2006-05-19,2006-05-19T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,17.18,4.94,0.08999999999999986
2006-05-22,2006-05-22T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,17.72,4.94,0.09999999999999964
2006-05-23,2006-05-23T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,18.26,4.94,0.10000000000000053
2006-05-24,2006-05-24T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,17.36,4.94,0.08999999999999986
2006-05-25,2006-05-25T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,15.5,4.94,0.08999999999999986
2006-05-26,2006-05-26T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,14.26,4.94,0.09999999999999964
2006-05-29,2006-05-29T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,14.26,4.94,0.09999999999999964
2006-05-30,2006-05-30T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,18.66,4.94,0.09999999999999964
2006-05-31,2006-05-31T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,16.44,4.94,0.08000000000000007
2006-06-01,2006-06-01T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,14.52,4.99,0.07000000000000028
2006-06-02,2006-06-02T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,14.32,4.99,0.08000000000000007
2006-06-05,2006-06-05T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,16.65,4.99,0.02999999999999936
2006-06-06,2006-06-06T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,17.34,4.99,0.019999999999999574
2006-06-07,2006-06-07T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,17.8,4.99,0.0
2006-06-08,2006-06-08T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,18.35,4.99,-0.009999999999999787
2006-06-09,2006-06-09T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,18.12,4.99,-0.02999999999999936
2006-06-12,2006-06-12T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,20.96,4.99,-0.02999999999999936
2006-06-13,2006-06-13T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,23.81,4.99,-0.04999999999999982
2006-06-14,2006-06-14T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,21.46,4.99,-0.0600000000000005
2006-06-15,2006-06-15T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,15.9,4.99,-0.040000000000000036
2006-06-16,2006-06-16T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,17.25,4.99,-0.03000000000000025
2006-06-19,2006-06-19T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,17.83,4.99,-0.05000000000000071
2006-06-20,2006-06-20T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,16.69,4.99,-0.040000000000000036
2006-06-21,2006-06-21T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,15.52,4.99,-0.040000000000000036
2006-06-22,2006-06-22T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,15.88,4.99,-0.03000000000000025
2006-06-23,2006-06-23T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,15.89,4.99,-0.03999999999999915
2006-06-26,2006-06-26T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,15.62,4.99,-0.019999999999999574
2006-06-27,2006-06-27T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,16.4,4.99,-0.03000000000000025
2006-06-28,2006-06-28T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,15.79,4.99,-0.040000000000000036
2006-06-29,2006-06-29T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,13.03,4.99,0.009999999999999787
2006-06-30,2006-06-30T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.08,4.99,-0.009999999999999787
2006-07-03,2006-07-03T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.05,5.24,-0.019999999999999574
2006-07-04,2006-07-04T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.05,5.24,-0.019999999999999574
2006-07-05,2006-07-05T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.15,5.24,-0.009999999999999787
2006-07-06,2006-07-06T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.65,5.24,-0.02999999999999936
2006-07-07,2006-07-07T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.97,5.24,-0.03000000000000025
2006-07-10,2006-07-10T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.02,5.24,-0.040000000000000036
2006-07-11,2006-07-11T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.14,5.24,-0.07000000000000028
2006-07-12,2006-07-12T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.49,5.24,-0.07000000000000028
2006-07-13,2006-07-13T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,17.79,5.24,-0.040000000000000036
2006-07-14,2006-07-14T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,18.05,5.24,-0.009999999999999787
2006-07-17,2006-07-17T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,18.64,5.24,-0.04999999999999982
2006-07-18,2006-07-18T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,17.74,5.24,-0.0600000000000005
2006-07-19,2006-07-19T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,15.55,5.24,-0.0600000000000005
2006-07-20,2006-07-20T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,16.21,5.24,-0.02999999999999936
2006-07-21,2006-07-21T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,17.4,5.24,-0.03000000000000025
2006-07-24,2006-07-24T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.98,5.24,-0.04999999999999982
2006-07-25,2006-07-25T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.85,5.24,-0.040000000000000036
2006-07-26,2006-07-26T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.62,5.24,-0.019999999999999574
2006-07-27,2006-07-27T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.94,5.24,0.0
2006-07-28,2006-07-28T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,14.33,5.24,0.019999999999999574
2006-07-31,2006-07-31T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,14.95,5.24,0.020000000000000462
2006-08-01,2006-08-01T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,15.05,5.25,0.020000000000000462
2006-08-02,2006-08-02T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.34,5.25,-0.009999999999999787
2006-08-03,2006-08-03T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.46,5.25,-0.020000000000000462
2006-08-04,2006-08-04T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.34,5.25,0.0
2006-08-07,2006-08-07T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,15.23,5.25,-0.03000000000000025
2006-08-08,2006-08-08T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,15.23,5.25,0.019999999999999574
2006-08-09,2006-08-09T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,15.2,5.25,0.009999999999999787
2006-08-10,2006-08-10T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.46,5.25,0.0
2006-08-11,2006-08-11T15:30:00,914158d,1,2026-05-11T02:52:18Z,2,0,0,0,0,14.3,5.25,0.009999999999999787
2006-08-14,2006-08-14T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,14.26,5.25,-0.009999999999999787
2006-08-15,2006-08-15T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.42,5.25,-0.010000000000000675
2006-08-16,2006-08-16T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.41,5.25,0.0
2006-08-17,2006-08-17T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.24,5.25,-0.019999999999999574
2006-08-18,2006-08-18T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.64,5.25,-0.03000000000000025
2006-08-21,2006-08-21T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.22,5.25,-0.02999999999999936
2006-08-22,2006-08-22T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.19,5.25,-0.04999999999999982
2006-08-23,2006-08-23T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.4,5.25,-0.04999999999999982
2006-08-24,2006-08-24T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.4,5.25,-0.07000000000000028
2006-08-25,2006-08-25T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.31,5.25,-0.07000000000000028
2006-08-28,2006-08-28T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.18,5.25,-0.08000000000000007
2006-08-29,2006-08-29T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.28,5.25,-0.08000000000000007
2006-08-30,2006-08-30T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.22,5.25,-0.07000000000000028
2006-08-31,2006-08-31T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.31,5.25,-0.04999999999999982
2006-09-01,2006-09-01T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.96,5.25,-0.03999999999999915
2006-09-04,2006-09-04T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.96,5.25,-0.03999999999999915
2006-09-05,2006-09-05T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.63,5.25,-0.019999999999999574
2006-09-06,2006-09-06T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.74,5.25,-0.020000000000000462
2006-09-07,2006-09-07T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.88,5.25,-0.020000000000000462
2006-09-08,2006-09-08T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,13.16,5.25,-0.019999999999999574
2006-09-11,2006-09-11T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.99,5.25,-0.03000000000000025
2006-09-12,2006-09-12T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.92,5.25,-0.040000000000000036
2006-09-13,2006-09-13T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.18,5.25,-0.03000000000000025
2006-09-14,2006-09-14T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.55,5.25,-0.040000000000000036
2006-09-15,2006-09-15T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.76,5.25,-0.07000000000000028
2006-09-18,2006-09-18T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.78,5.25,-0.07000000000000028
2006-09-19,2006-09-19T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.98,5.25,-0.04999999999999982
2006-09-20,2006-09-20T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.39,5.25,-0.07999999999999918
2006-09-21,2006-09-21T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.25,5.25,-0.05999999999999961
2006-09-22,2006-09-22T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.59,5.25,-0.07000000000000028
2006-09-25,2006-09-25T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.12,5.25,-0.07000000000000028
2006-09-26,2006-09-26T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.53,5.25,-0.08999999999999986
2006-09-27,2006-09-27T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.58,5.25,-0.0600000000000005
2006-09-28,2006-09-28T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.72,5.25,-0.04999999999999982
2006-09-29,2006-09-29T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.98,5.25,-0.07000000000000028
2006-10-02,2006-10-02T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.57,5.25,-0.040000000000000036
2006-10-03,2006-10-03T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,12.24,5.25,-0.04999999999999982
2006-10-04,2006-10-04T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.86,5.25,-0.02999999999999936
2006-10-05,2006-10-05T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.98,5.25,-0.040000000000000036
2006-10-06,2006-10-06T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.56,5.25,-0.040000000000000036
2006-10-09,2006-10-09T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.68,5.25,-0.040000000000000036
2006-10-10,2006-10-10T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.52,5.25,-0.07000000000000028
2006-10-11,2006-10-11T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.62,5.25,-0.0699999999999994
2006-10-12,2006-10-12T15:30:00,914158d,1,2026-05-11T02:52:18Z,3,0,1,0,0,11.09,5.25,-0.05999999999999961
